coitem,Level 1,Level 2,Level 3,week,year
F-TCLE-W,,,,23,2023
F-TL01-OMG,,,,23,2023
F-TL02-OMG,,,,23,2023
F-TL03-OMG,,,,23,2023
F-TL04-OMG,,,,23,2023
F-TL05-OMG,,,,23,2023
F-TL06-OMG,,,,23,2023
F-WOECB5101-W10GR,,,,23,2023
F-WOECSP02-W10GR,,,,23,2023
FA-CLFLMHCP-W,,,,23,2023
FA-CLFMDHCP-W,,,,23,2023
FA-CLHP-EM,Distribution,Distribution,Distribution,23,2023
FA-CPFTSL-TA,,,,23,2023
FA-CPFTSN-TA,,,,23,2023
FA-EGH-W,,,,23,2023
FA-IPLGH01-W,,,,23,2023
FA-IPLGH02-W,,,,23,2023
FA-PFMS-MO50ML,,,,23,2023
FA-RGH-MO13G,,,,23,2023
FA-UGHP-MO,,,,23,2023
FL-P1-P720,,,,23,2023
FM-2IN1S-EM,,,,23,2023
FM-AH-EM60ML,,,,23,2023
FM-AIS-EM30G,,,,23,2023
FM-CDS-W,,,,23,2023
FM-CMB-EM,,,,23,2023
FM-CMSC-EM,,,,23,2023
FM-CMSS-EM,,,,23,2023
FM-GS-EM60ML,,,,23,2023
FM-MBLU-EM,,,,23,2023
FM-MCAC-EM,,,,23,2023
FM-MCC-W60ML,,,,23,2023
FM-MCHAM-EM,,,,23,2023
FM-MCHAR-EM,,,,23,2023
FM-MGRA-EM,,,,23,2023
FM-MGT-EM60ML,,,,23,2023
FM-MPO-EM,,,,23,2023
FM-MRI-EM,,,,23,2023
FM-MTTO-EM,,,,23,2023
FM-NDAAB-W,,,,23,2023
FM-NDASR-W,,,,23,2023
FM-NDOES-W,,,,23,2023
FM-NDOPB-W,,,,23,2023
FM-NDTOC-W,,,,23,2023
FM-PBTUWC-W,,,,23,2023
FM-RLN2-W,,,,23,2023
FM-SL-EM60ML,,,,23,2023
FMI-AV-EM,,,,23,2023
FMI-BR-L,,,,23,2023
FMI-CDFM-W55ML,,,,23,2023
FMI-LGT-W,,,,23,2023
FMI-MS-KA,,,,23,2023
FMI-US3IN1-TA,,,,23,2023
FS-AJ-EM60ML,,,,23,2023
FS-BSFS-EM,,,,23,2023
FS-NFSGE-KA,,,,23,2023
FS-RLN2-W,,,,23,2023
FS-SB-W60ML,,,,23,2023
FT-ABFBE-L,,,,23,2023
FT-AN1-EM,,,,23,2023
FT-BSE-EM,,,,23,2023
FT-BST-EM,,,,23,2023
FT-BSTN2-EM,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
FT-CHG-W,,,,23,2023
FT-FT-OMG,,,,23,2023
FT-GSEH-L,,,,23,2023
FT-GSEH30-L,,,,23,2023
FT-GT-TA,,,,23,2023
FT-KFT-KA,Demand Opportunity,Material,,23,2023
FT-LFT-W,,,,23,2023
FT-MPBHA-EM,,,,23,2023
FT-NDATE-W,,,,23,2023
FT-NFSKFT-KA,,,,23,2023
FT-PHASN1-EM,,,,23,2023
FT-PPTM-MO,,,,23,2023
FT-PSTE-MO,,,,23,2023
FT-RBST-EM,,,,23,2023
FT-RBSTN2-EM,,,,23,2023
FT-RIHT-W,,,,23,2023
FT-RPHASN2-EM,,,,23,2023
FT-RWSABHA-W,,,,23,2023
FT-SBFT-EM,,,,23,2023
FT-SBFTN2-EM,,,,23,2023
FW-3IN1PC-KA,Supply,Production Capacity,Machine Capacity,23,2023
FW-ABFC-L,,,,23,2023
FW-AH-W100ML,,,,23,2023
FW-AH-W60ML,,,,23,2023
FW-AN1-EM,,,,23,2023
FW-BS-EM50ML,,,,23,2023
FW-BSACNE-EM,,,,23,2023
FW-BSACNEN2-EM,,,,23,2023
FW-BSN2-EM,,,,23,2023
FW-BSW-EM,,,,23,2023
FW-CD-W100ML,,,,23,2023
FW-CD-W60ML,,,,23,2023
FW-CDEWN1-W,,,,23,2023
FW-CDEWN2-W,,,,23,2023
FW-CFW-W,,,,23,2023
FW-CSGC01-B,,,,23,2023
FW-FW01-KA,Supply,Production Capacity,Machine Capacity,23,2023
FW-FWN1-OMG,,,,23,2023
FW-FWN2-OMG,,,,23,2023
FW-GS-L,,,,23,2023
FW-GSN2-L,,,,23,2023
FW-GSN3-L,,,,23,2023
FW-LMGWN1-W,,,,23,2023
FW-LMGWN2-W,,,,23,2023
FW-LWFN1-W,,,,23,2023
FW-LWFN2-W,,,,23,2023
FW-MCF-W100ML,,,,23,2023
FW-MCF-W60ML,,,,23,2023
FW-NFS3IN1PC-KA,,,,23,2023
FW-NFSPCSAC8-KA,,,,23,2023
FW-NFSPCSRB8-KA,,,,23,2023
FW-NFSPHAS-EM,,,,23,2023
FW-NSBS-EM,,,,23,2023
FW-PBCFLSN3-W,,,,23,2023
FW-PBNW100-W,,,,23,2023
FW-PCSAC-KA,,,,23,2023
FW-PCSACN3-KA,,,,23,2023
FW-PCSRB-KA,Supply,Production Capacity,Machine Capacity,23,2023
FW-PCSRBN3-KA,,,,23,2023
FW-PHAS-EM50ML,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
FW-RBS-EM,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
FW-RBSN2-EM,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
FW-RHMF-W,,,,23,2023
FW-RPBCFLO100-W,,,,23,2023
FW-RPBCFLO50-W,,,,23,2023
FW-RPBCFLS100-W,,,,23,2023
FW-RPBCFLS50-W,,,,23,2023
FW-RPHAS-EM,Supply,Packaging Material,Supplier's Quality,23,2023
FW-RRYAG-W,,,,23,2023
FW-RWSABHA-W,,,,23,2023
FW-SB-W60ML,,,,23,2023
FW-SBRDBL-EM,,,,23,2023
FW-SBRDBR-EM,,,,23,2023
HBL-AVG-EM,,,,23,2023
HBL-ETBMAN2-W,,,,23,2023
HBL-ETBMBN2-W,,,,23,2023
HBL-ETBMCN2-W,,,,23,2023
HBL-ETBMDN2-W,,,,23,2023
HBL-ETBMEN2-W,,,,23,2023
HBL-NFSV1-WL,,,,23,2023
HBL-NFSV2-WL,,,,23,2023
HBL-NFSV3-WL,,,,23,2023
HBL-NFSV4-WL,,,,23,2023
HBL-NFSV5-WL,,,,23,2023
HBL-RAHMG-W,,,,23,2023
HBL-V1-WL,,,,23,2023
HBL-V2-WL,,,,23,2023
HBL-V3-WL,,,,23,2023
HBL-V4-WL,,,,23,2023
HBL-V5-WL,,,,23,2023
HBW-BBSBAT-WL,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
HBW-BBSYHA-WL,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
HBW-BBSYHB-WL,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
HBW-BBSYHC-WL,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
HBW-BWN1A-BD,,,,23,2023
HBW-BWN1C-BD,,,,23,2023
HBW-BWN1D-BD,,,,23,2023
HBW-BWN2A-BD,,,,23,2023
HBW-BWN2C-BD,,,,23,2023
HBW-BWN2D-BD,,,,23,2023
HBW-BWN5A-BD,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
HBW-BWN5C-BD,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
HBW-BWN5D-BD,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
HBW-BWN6A-BD,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
HBW-BWN6C-BD,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
HBW-BWN6D-BD,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
HBW-EB-KA,,,,23,2023
HBW-ETBWA-W,,,,23,2023
HBW-ETBWAN2-W,,,,23,2023
HBW-ETBWB-W,,,,23,2023
HBW-ETBWBN2-W,,,,23,2023
HBW-ETBWC-W,,,,23,2023
HBW-ETBWCN2-W,,,,23,2023
HBW-ETBWD-W,,,,23,2023
HBW-ETBWDN2-W,,,,23,2023
HBW-ETBWE-W,,,,23,2023
HBW-ETBWEN2-W,,,,23,2023
HBW-GBFBCN2-L,,,,23,2023
HBW-HBREFETBWCN2-W,,,,23,2023
HBW-HWN1-BD,,,,23,2023
HBW-HWN1B-BD,,,,23,2023
HBW-HWN2-BD,,,,23,2023
HBW-HWN2B-BD,,,,23,2023
HBW-NDAHHWN2-W,,,,23,2023
HBW-NFSBWN1A-BD,,,,23,2023
HBW-NFSBWN1C-BD,,,,23,2023
HBW-NFSBWN1D-BD,,,,23,2023
HBW-NFSBWN2A-BD,,,,23,2023
HBW-NFSBWN2C-BD,,,,23,2023
HBW-NFSBWN2D-BD,,,,23,2023
HBW-NFSEBW-KA,,,,23,2023
HBW-NFSGBFBCN2-L,,,,23,2023
HBW-NFSRBW-KA,,,,23,2023
HBW-R-KA,,,,23,2023
HBW-RETBWAN2-W,,,,23,2023
HBW-RETBWBN2-W,,,,23,2023
HBW-RETBWCN2-W,,,,23,2023
HBW-RETBWDN2-W,,,,23,2023
HBW-RETBWEN2-W,,,,23,2023
HBW-TBWN3A-BD,,,,23,2023
HBW-TBWN3C-BD,,,,23,2023
HBW-TBWN3D-BD,,,,23,2023
HBW-TBWN4A-BD,,,,23,2023
HBW-TBWN4C-BD,,,,23,2023
HBW-TBWN4D-BD,,,,23,2023
HC-HF-W170ML,,,,23,2023
HC-NS-W170ML,,,,23,2023
HC-OMG01-OMG,,,,23,2023
HC-OMG010-OMG,,,,23,2023
HC-OMG011-OMG,,,,23,2023
HC-OMG012-OMG,,,,23,2023
HC-OMG02-OMG,,,,23,2023
HC-OMG03-OMG,,,,23,2023
HC-OMG04-OMG,,,,23,2023
HC-OMG05-OMG,,,,23,2023
HC-OMG06-OMG,,,,23,2023
HC-OMG07-OMG,,,,23,2023
HC-OMG08-OMG,,,,23,2023
HC-OMG09-OMG,,,,23,2023
HC-P1A2-P2,,,,23,2023
HC-P1A2-P200,,,,23,2023
HC-P1A2-P450,,,,23,2023
HC-P1F-P2,,,,23,2023
HC-P1F-P200,,,,23,2023
HC-P1F-P450,,,,23,2023
HM-P1P-P720,,,,23,2023
HM-P1SPA-P720,,,,23,2023
HP-DTHP-KA,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
HS-MHS-MO,,,,23,2023
HSP-P1N1B3N-P200,,,,23,2023
HSP-P1N1B3N-P450,,,,23,2023
HSP-P1N1G1S-P200,,,,23,2023
HSP-P1N1G1S-P450,,,,23,2023
HT-P1G-P2,,,,23,2023
HT-P1G-P200,,,,23,2023
HT-P1G-P450,,,,23,2023
HT-P1G1-P2,,,,23,2023
HT-P1G1-P200,,,,23,2023
HT-P1G1-P450,,,,23,2023
HT-P1SEL2-P200D,,,,23,2023
HT-P1SEL2-P450,,,,23,2023
HT-P1SRL-P200D,,,,23,2023
HT-P1SRL-P450,,,,23,2023
HT-P1Y1-P2,,,,23,2023
HT-P1Y1-P200,,,,23,2023
HT-P1Y1-P450,,,,23,2023
HWB-EBSSSP-WL,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
L-BTA-EM,,,,23,2023
L-BTB-EM,,,,23,2023
L-BTC-EM,,,,23,2023
L-BTD-EM,,,,23,2023
L-BTE-EM,,,,23,2023
L-BTF-EM,,,,23,2023
L-BTG-EM,,,,23,2023
L-BTH-EM,,,,23,2023
L-BTI-EM,,,,23,2023
L-BTJ-EM,,,,23,2023
L-CHC01-MO,,,,23,2023
L-CHC02-MO,,,,23,2023
L-CHC03-MO,,,,23,2023
L-CHC04-MO,,,,23,2023
L-CHC05-MO,,,,23,2023
L-CHC06-MO,,,,23,2023
L-CHC07-MO,,,,23,2023
L-CHC08-MO,,,,23,2023
L-CHC09-MO,,,,23,2023
L-CHC10-MO,,,,23,2023
L-CHC11-MO,,,,23,2023
L-CHC12-MO,,,,23,2023
L-CLADA-W,,,,23,2023
L-CLADA01-W,,,,23,2023
L-CLADA02-W,,,,23,2023
L-CLADA03-W,,,,23,2023
L-CLADA04-W,,,,23,2023
L-CLADA05-W,,,,23,2023
L-CLADA06-W,,,,23,2023
L-CLADA07-W,,,,23,2023
L-CLADA08-W,,,,23,2023
L-CLADA09-W,,,,23,2023
L-CLADA10-W,,,,23,2023
L-CLADA11-W,,,,23,2023
L-CLADA12-W,,,,23,2023
L-CLADA13-W,,,,23,2023
L-CLADA14-W,,,,23,2023
L-CLADA15-W,,,,23,2023
L-CLADA16-W,,,,23,2023
L-CLADA17-W,,,,23,2023
L-CLADA18-W,,,,23,2023
L-CLADB-W,,,,23,2023
L-CLADC-W,,,,23,2023
L-CLADC01-W,,,,23,2023
L-CLADC02-W,,,,23,2023
L-CLADC03-W,,,,23,2023
L-CLADC04-W,,,,23,2023
L-CLADC05-W,,,,23,2023
L-CLADC06-W,,,,23,2023
L-CLADD-W,,,,23,2023
L-CLADE-W,,,,23,2023
L-CLADF-W,,,,23,2023
L-CLS-W,,,,23,2023
L-CM02-EM5.5GR,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
L-CM03-EM5.5GR,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
L-CM05-EM5.5GR,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
L-CM06-EM5.5GR,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
L-CM07-EM5.5GR,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
L-CM08-EM5.5GR,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
L-CM09-EM5.5GR,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
L-CM10-EM5.5GR,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
L-CM11-EM5.5GR,Supply,Production Capacity,Machine Capacity,23,2023
L-CM12-EM5.5GR,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
L-CM13-EM5.5GR,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
L-CPRLC01-W,,,,23,2023
L-CPRLC02-W,,,,23,2023
L-CPRLC03-W,,,,23,2023
L-CPRLC04-W,,,,23,2023
L-CPRLC05-W,,,,23,2023
L-CQS201-MO2G,,,,23,2023
L-CQS202-MO2G,,,,23,2023
L-CQS203-MO2G,,,,23,2023
L-CQS205-MO2G,,,,23,2023
L-CQS209-MO2G,,,,23,2023
L-CQS210-MO2G,,,,23,2023
L-CSGC101-MO,,,,23,2023
L-CSGC102-MO,,,,23,2023
L-CSGC103-MO,Supply,Raw Material,,23,2023
L-CSGC104-MO,,,,23,2023
L-CSGC105-MO,Supply,Raw Material,,23,2023
L-CSMC101-MO2.6G,,,,23,2023
L-CSMC102-MO2.6G,,,,23,2023
L-CSMC103-MO2.6G,,,,23,2023
L-CSMC104-MO2.6G,,,,23,2023
L-CSMC105-MO2.6G,Demand Opportunity,Over Perform,,23,2023
L-CUM01-W,,,,23,2023
L-CUM02-W,,,,23,2023
L-CUM03-W,,,,23,2023
L-CUM04-W,,,,23,2023
L-CUM05-W,,,,23,2023
L-CUM06-W,,,,23,2023
L-CUM07-W,,,,23,2023
L-CUM08-W,,,,23,2023
L-CUMKORA-W,,,,23,2023
L-CUMKORB-W,,,,23,2023
L-CUMKORC-W,,,,23,2023
L-CUMKORD-W,,,,23,2023
L-CUMKORE-W,,,,23,2023
L-CUSH01-EM,,,,23,2023
L-CUSH02-EM,,,,23,2023
L-CUSH03-EM,,,,23,2023
L-CUSH04-EM,,,,23,2023
L-CUSH05-EM,,,,23,2023
L-CUSH06-EM,,,,23,2023
L-CVM01-W,,,,23,2023
L-CVM010-W,,,,23,2023
L-CVM011-W,,,,23,2023
L-CVM012-W,,,,23,2023
L-CVM013-W,,,,23,2023
L-CVM014-W,,,,23,2023
L-CVM01CLB-W,,,,23,2023
L-CVM02-W,,,,23,2023
L-CVM02CLB-W,,,,23,2023
L-CVM03-W,,,,23,2023
L-CVM03CLB-W,,,,23,2023
L-CVM04-W,,,,23,2023
L-CVM04CLB-W,,,,23,2023
L-CVM05-W,,,,23,2023
L-CVM05CLB-W,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
L-CVM06-W,,,,23,2023
L-CVM06CLB-W,,,,23,2023
L-CVM07-W,,,,23,2023
L-CVM07CLB-W,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
L-CVM08-W,,,,23,2023
L-CVM08CLB-W,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
L-CVM09-W,,,,23,2023
L-CVMA01-W,,,,23,2023
L-CVMA02-W,,,,23,2023
L-CVMA03-W,,,,23,2023
L-CVMA04-W,,,,23,2023
L-CVMA05-W,,,,23,2023
L-CVMA06-W,,,,23,2023
L-CVMA07-W,,,,23,2023
L-CVMA08-W,,,,23,2023
L-CVMA09-W,,,,23,2023
L-CVMA10-W,,,,23,2023
L-CVMA11-W,,,,23,2023
L-CVMA12-W,,,,23,2023
L-CVMA13-W,,,,23,2023
L-CVMA14-W,,,,23,2023
L-EMCA-W,,,,23,2023
L-EMCB-W,,,,23,2023
L-EMCC-W,,,,23,2023
L-EMCD-W,,,,23,2023
L-EMCE-W,,,,23,2023
L-EMCF-W,,,,23,2023
L-EVCL01-W5.5G,,,,23,2023
L-EVCL02-W5.5G,,,,23,2023
L-EVCL03-W5.5G,,,,23,2023
L-EVLCR1-W,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
L-EVLCR2-W,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
L-EVLCR3-W,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
L-EVLCR4-W,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
L-EVLCR5-W,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
L-GK01-OMG,,,,23,2023
L-GK02-OMG,,,,23,2023
L-GK03-OMG,,,,23,2023
L-GK04-OMG,,,,23,2023
L-GK05-OMG,,,,23,2023
L-GS01-EM,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
L-GS02-EM,,,,23,2023
L-GS03-EM,,,,23,2023
L-GS04-EM,,,,23,2023
L-GS05-EM,,,,23,2023
L-GS06-EM,,,,23,2023
L-GS07-EM,,,,23,2023
L-GS08-EM,,,,23,2023
L-GS09-EM,,,,23,2023
L-GS10-EM,Supply,Packaging Material,,23,2023
L-HSLWA-MO,,,,23,2023
L-HSLWB-MO,,,,23,2023
L-HSLWC-MO,,,,23,2023
L-HSLWD-MO,,,,23,2023
L-HSLWE-MO,,,,23,2023
L-HSLWF-MO,,,,23,2023
L-HSLWG-MO,,,,23,2023
L-HSLWH-MO,,,,23,2023
L-HSLWI-MO,,,,23,2023
L-HSLWJ-MO,,,,23,2023
L-HSLWK-MO,,,,23,2023
L-HSLWL-MO,,,,23,2023
"L-IMC001-MO6,5G",,,,23,2023
"L-IMC002-MO6,5G",,,,23,2023
"L-IMC003-MO6,5G",,,,23,2023
"L-IMC004-MO6,5G",,,,23,2023
"L-IMC005-MO6,5G",,,,23,2023
"L-IMC006-MO6,5G",,,,23,2023
"L-IMC007-MO6,5G",,,,23,2023
"L-IMC008-MO6,5G",,,,23,2023
"L-IMC009-MO6,5G",,,,23,2023
"L-IMC010-MO6,5G",,,,23,2023
"L-IMC011-MO6,5G",,,,23,2023
"L-IMC012-MO6,5G",,,,23,2023
"L-IMC013-MO6,5G",,,,23,2023
"L-IMC014-MO6,5G",,,,23,2023
"L-IMC015-MO6,5G",,,,23,2023
"L-IMC016-MO6,5G",,,,23,2023
"L-IMC017-MO6,5G",,,,23,2023
"L-IMC018-MO6,5G",,,,23,2023
"L-IMC019-MO6,5G",,,,23,2023
"L-IMC020-MO6,5G",,,,23,2023
L-IPCS01-W,,,,23,2023
L-IPCS02-W,,,,23,2023
L-IPCS03-W,,,,23,2023
L-IPCS04-W,,,,23,2023
L-IPCS05-W,,,,23,2023
L-IPCS06-W,,,,23,2023
L-IPEI13-W,,,,23,2023
L-IPEI14-W,,,,23,2023
L-IPEI15-W,,,,23,2023
L-IPEI16-W,,,,23,2023
L-IPEI17-W,,,,23,2023
L-IPEI18-W,,,,23,2023
L-IPEI19-W,,,,23,2023
L-IPEI20-W,,,,23,2023
L-IPGC01-W2.7G,,,,23,2023
L-IPGC02-W2.7G,,,,23,2023
L-IPGC03-W2.7G,,,,23,2023
L-IPMC01-W3G,,,,23,2023
L-IPMC02-W3G,,,,23,2023
L-IPMC03-W3G,,,,23,2023
L-IPMC04-W3G,,,,23,2023
L-IPMC05-W3G,,,,23,2023
L-IPMC06-W3G,,,,23,2023
L-IPMMS01-W3.5G,,,,23,2023
L-IPMMS02-W3.5G,,,,23,2023
L-IPMMS03-W3.5G,,,,23,2023
L-IPMMS04-W3.5G,,,,23,2023
L-IPMMS05-W3.5G,,,,23,2023
L-LACL01-MO0.2G,,,,23,2023
L-LACL02-MO0.2G,,,,23,2023
L-LACL05-MO0.2G,,,,23,2023
L-LL01-W2.3G,,,,23,2023
L-LL03-W2.3G,,,,23,2023
L-LL08-W2.3G,Supply,Raw Material,,23,2023
L-LL09-W2.3G,Supply,Raw Material,,23,2023
L-LL10-W2.3G,,,,23,2023
L-LL17-W2.3G,,,,23,2023
L-LLS01-EM,,,,23,2023
L-LLS02-EM,,,,23,2023
L-LLS03-EM,,,,23,2023
L-LLS04-EM,,,,23,2023
L-LTA-OMG,,,,23,2023
L-LTB-OMG,,,,23,2023
L-LTC-OMG,,,,23,2023
L-LTD-OMG,,,,23,2023
L-MLCA-OMG,,,,23,2023
L-MLCB-OMG,Demand Opportunity,Packaging Material,,23,2023
L-MLCC-OMG,Demand Opportunity,Packaging Material,,23,2023
L-MLCD-OMG,Demand Opportunity,Packaging Material,,23,2023
L-MLCE-OMG,,,,23,2023
L-MLCF-OMG,Demand Opportunity,Packaging Material,,23,2023
L-MLCG-OMG,,,,23,2023
L-MLCH-OMG,,,,23,2023
L-MLCI-OMG,,,,23,2023
L-MLCJ-OMG,Demand Opportunity,Packaging Material,,23,2023
L-MLCK-OMG,Supply,Production Capacity,Machine Capacity,23,2023
L-MLCL-OMG,Demand Opportunity,Packaging Material,,23,2023
L-MLCM-OMG,Demand Opportunity,Production Capacity,Machine Capacity,23,2023
L-MLCN-OMG,Demand Opportunity,Production Capacity,Machine Capacity,23,2023
L-MLCO-OMG,Demand Opportunity,Production Capacity,Machine Capacity,23,2023
L-MLCP-OMG,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
L-MLCQ-OMG,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
L-MLCR-OMG,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
L-NFSCLAD04-W,,,,23,2023
L-NFSCLAD09-W,,,,23,2023
L-NFSCLAD13-W,,,,23,2023
L-NFSCLAD17-W,,,,23,2023
L-NFSGS01-EM,,,,23,2023
L-NFSGS07-EM,,,,23,2023
L-NFSLLS01-EM,,,,23,2023
L-NLCA-EM,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
L-NLCB-EM,,,,23,2023
L-NLCC-EM,,,,23,2023
L-NLCD-EM,,,,23,2023
L-NLCE-EM,Order Management,Alignment NPD/PIPO,Alignment NPD/PIPO,23,2023
L-PGTC-MO,,,,23,2023
L-PS01-MO,,,,23,2023
L-PS02-MO,,,,23,2023
L-PS03-MO,,,,23,2023
L-PS04-MO,,,,23,2023
L-PS05-MO,,,,23,2023
L-PS06-MO,,,,23,2023
L-PS07-MO,,,,23,2023
L-PS08-MO,,,,23,2023
L-PTMC01-MO,,,,23,2023
L-PTMC02-MO,,,,23,2023
L-PTMC03-MO,,,,23,2023
L-PTMC04-MO,,,,23,2023
L-PTMC05-MO,,,,23,2023
L-PTMC06-MO,,,,23,2023
L-PTMC07-MO,,,,23,2023
L-PTMC08-MO,,,,23,2023
L-PTMCA-MO,,,,23,2023
L-PTMCB-MO,,,,23,2023
L-PTMCC-MO,Demand Opportunity,Packaging Material,,23,2023
L-PTMCD-MO,,,,23,2023
L-PVW01-MO,,,,23,2023
L-PVW02-MO,,,,23,2023
L-PVW03-MO,,,,23,2023
L-PVW04-MO,,,,23,2023
L-PVW05-MO,,,,23,2023
L-PVW06-MO,,,,23,2023
L-PVW07-MO,,,,23,2023
L-PVW08-MO,,,,23,2023
L-R2CLCLS1-W,,,,23,2023
L-R2CLCLS2-W,,,,23,2023
L-R2CLCLS3-W,,,,23,2023
L-R2CLCLS4-W,,,,23,2023
L-R2CLCLS5-W,,,,23,2023
L-R2CLCLS6-W,,,,23,2023
L-R2CLCLS7-W,,,,23,2023
L-R2CLCLS8-W,,,,23,2023
L-R2EMC01-W,,,,23,2023
L-R2EMC03-W,,,,23,2023
L-R2EMC05-W,,,,23,2023
L-R2EMC06-W,,,,23,2023
L-R2EMC07-W,,,,23,2023
L-R2EMC08-W,,,,23,2023
L-R2EMC09-W,,,,23,2023
L-R2EMC11-W,,,,23,2023
L-R2EMC12-W,,,,23,2023
L-R2EMC13-W,,,,23,2023
L-R2EMC16-W,,,,23,2023
L-R2EMC17-W,,,,23,2023
L-RCLCLS1-W,,,,23,2023
L-RCLCLS2-W,,,,23,2023
L-RCLCLS3-W,,,,23,2023
L-RCLCLS4-W,,,,23,2023
L-RCLCLS5-W,,,,23,2023
L-RCLCLS6-W,,,,23,2023
L-RCLCLS7-W,,,,23,2023
L-RCLCLS8-W,,,,23,2023
L-REMA01-W,,,,23,2023
L-REMA02-W,,,,23,2023
L-REMA03-W,,,,23,2023
L-REMA04-W,,,,23,2023
L-REMA05-W,,,,23,2023
L-REMA06-W,,,,23,2023
L-REMA09-W,,,,23,2023
L-REMA12-W,,,,23,2023
L-REMA13-W,,,,23,2023
L-REMA16-W,,,,23,2023
L-REMA17-W,,,,23,2023
L-REMA18-W,,,,23,2023
L-REMO20-W,,,,23,2023
L-REMO21-W,,,,23,2023
L-REMO23-W,,,,23,2023
L-REMO26-W,,,,23,2023
L-REMO29-W,,,,23,2023
L-REMO30-W,,,,23,2023
L-REMO32-W,,,,23,2023
L-REMO35-W,,,,23,2023
L-REMO36-W,,,,23,2023
L-REMO41-W,,,,23,2023
L-REMO43-W,,,,23,2023
L-REMO46-W,,,,23,2023
L-REVLCR1-W,,,,23,2023
L-REVLCR2-W,,,,23,2023
L-REVLCR3-W,,,,23,2023
L-REVLCR4-W,,,,23,2023
L-REVLCR5-W,,,,23,2023
L-RGS01-EM,,,,23,2023
L-RGS02-EM,,,,23,2023
L-RGS03-EM,,,,23,2023
L-RGS04-EM,,,,23,2023
L-RGS05-EM,,,,23,2023
